"CIUO88_AC","CIUO88OIT","CNO70","SENA2003"
" 3414 ",NA," 43120 "," 6233 "
" 3414 ",NA," 43240 ",NA
" 3414 ",NA," 43130 ",NA
" 3414 ",NA," 43230 ",NA
" 3414 ",NA," 44240 ",NA
" 3414 ",NA," 44250 ",NA
" 3415 ","3416"," 42220 "," 1224 "
" 3415 ",NA," 42240 "," 6234 "
" 3415 ",NA," 42230 ",NA
" 3416 ","3417"," 44320 "," 1233 "
" 3416 ",NA," 44330 "," 6311 "
" 3419 ","3419",NA,NA
" 3421 ","3421",NA," 6234 "
" 3422 ","3422"," 39160 "," 1226 "
" 3422 ",NA," 39170 "," 1234 "
" 3422 ",NA,NA," 1227 "
" 3423 ","3423",NA," 4212 "
" 3429 ","3429"," 19990 "," 1228 "
" 3429 ",NA," 44230 "," 6234 "
" 3429 ",NA,NA," 5226 "
" 3429 ",NA,NA," 6311 "
" 3431 ","3431"," 39390 "," 1221 "
" 3431 ",NA,NA," 4216 "
" 3431 ",NA,NA," 5212 "
" 3431 ",NA,NA," 0114 "
" 3432 ","3432"," 39340 "," 1225 "
" 3432 ",NA,NA," 4216 "
" 3432 ",NA,NA," 6224 "
" 3432 ",NA,NA," 6231 "
" 3433 ","3433"," 33135 "," 1231 "
" 3433 ",NA," 33145 "," 1331 "
" 3433 ",NA," 33140 "," 1232 "
" 3434 ","3434"," 08490 "," 2161 "
" 3439 ","3439",NA," 1221 "
" 3441 ","3441"," 58260 "," 1226 "
" 3442 ","3442"," 31030 "," 1226 "
" 3442 ",NA," 31040 ",NA
" 3443 ","3443"," 31010 "," 1226 "
" 3444 ","3444"," 31010 "," 1226 "
" 3444 ",NA,NA," 2152 "
" 3449 ","3449"," 31010 "," 1226 "
" 3449 ",NA,NA," 2264 "
" 3450 ","3450"," 20110 "," 1344 "
" 3450 ",NA," 58240 "," 6368 "
" 3450 ",NA," 31020 "," 6361 "
" 3450 ",NA," 58920 ",NA
" 3450 ",NA," 58230 ",NA
" 3450 ",NA," 58925 ",NA
" 3460 ","3460"," 19310 "," 4152 "
" 3460 ",NA," 19350 "," 4211 "
" 3460 ",NA," 19320 ",NA
" 3460 ",NA," 19360 ",NA
" 3460 ",NA," 19340 ",NA
" 3460 ",NA," 19390 ",NA
" 3471 ","3471"," 16215 "," 2232 "
" 3471 ",NA," 16240 "," 5241 "
" 3471 ",NA," 16220 "," 2241 "
" 3471 ",NA," 16250 "," 5242 "
" 3471 ",NA," 16225 "," 2242 "
" 3471 ",NA," 16260 "," 5243 "
" 3471 ",NA," 16230 "," 2251 "
" 3471 ",NA," 16290 "," 5244 "
" 3472 ","3472"," 17920 "," 5123 "
" 3472 ",NA," 17930 "," 5231 "
" 3473 ","3473"," 17145 "," 5133 "
" 3473 ",NA," 17230 "," 5232 "
" 3473 ",NA," 17190 "," 5134 "
" 3474 ","3474"," 17520 "," 5232 "
" 3474 ",NA," 17590 "," 6342 "
" 3474 ",NA," 17530 ",NA
" 3474 ",NA," 17990 ",NA
" 3474 ",NA," 17540 ",NA
" 3474 ",NA," 17990 ",NA
" 3474 ",NA," 19330 ",NA
" 3475 ","3475"," 18020 "," 5251 "
" 3475 ",NA," 18050 "," 5253 "
" 3475 ",NA," 18030 "," 5252 "
" 3475 ",NA," 18090 ",NA
" 3475 ",NA," 18040 ",NA
" 3476 ","XXXX"," 16270 "," 5226 "
" 3480 ","3480"," 14130 "," 4215 "
" 3480 ",NA," 14140 ",NA
" 4111 ","4111"," 32160 "," 1312 "
" 4111 ",NA,NA," 1322 "
" 4112 ","4113"," 32240 "," 1311 "
" 4112 ",NA," 34220 "," 1321 "
" 4112 ",NA," 34130 ",NA
" 4112 ",NA," 34290 ",NA
" 4113 ","4115"," 32115 "," 1311 "
" 4113 ",NA," 32140 ",NA
" 4113 ",NA," 32125 ",NA
" 4113 ",NA," 32150 ",NA
" 4113 ",NA," 32190 ",NA
" 4121 ","4121"," 33110 "," 1331 "
" 4121 ",NA," 33265 "," 1335 "
" 4121 ",NA," 33115 ",NA
" 4121 ",NA," 33920 ",NA
" 4121 ",NA," 33120 ",NA
" 4121 ",NA," 33930 ",NA
" 4121 ",NA," 33940 ",NA
" 4121 ",NA," 33990 ",NA
" 4122 ","4122"," 33245 "," 1333 "
" 4122 ",NA," 33920 "," 1354 "
" 4122 ",NA," 33250 "," 1334 "
" 4122 ",NA," 39940 ",NA
" 4122 ",NA," 33270 ",NA
" 4123 ","4190"," 33310 "," 1312 "
" 4123 ",NA," 39330 "," 1342 "
" 4123 ",NA," 33950 "," 1341 "
" 4123 ",NA," 39990 "," 1344 "
" 4131 ","4131"," 39120 "," 1371 "
" 4131 ",NA," 39150 "," 8492 "
" 4131 ",NA," 39130 "," 1372 "
" 4131 ",NA," 39190 ",NA
" 4131 ",NA," 39140 ",NA
" 4132 ","4132"," 39220 "," 1371 "
" 4132 ",NA," 39230 ",NA
" 4133 ","4133"," 35930 "," 1373 "
" 4133 ",NA," 35945 "," 2272 "
" 4133 ",NA,NA," 1374 "
" 4133 ",NA,NA," 2275 "
" 4141 ","4141"," 39520 "," 1344 "
" 4141 ",NA," 39530 "," 1351 "
" 4142 ","4142"," 33180 "," 1361 "
" 4142 ",NA," 37030 "," 1362 "
" 4142 ",NA," 37020 ",NA
" 4142 ",NA," 37090 ",NA
" 4143 ","4143"," 39930 "," 1352 "
" 4143 ",NA," 39940 "," 1354 "
" 4144 ","4144"," 39340 "," 1343 "
" 4211 ","4211"," 33150 "," 1332 "
" 4211 ",NA," 33170 "," 6323 "
" 4211 ",NA," 33155 ",NA
" 4211 ",NA," 33285 ",NA
" 4211 ",NA," 33160 ",NA
" 4211 ",NA," 33287 ",NA
" 4212 ","4212"," 33180 "," 6323 "
" 4213 ","4213"," 59920 "," 6343 "
" 4213 ",NA," 59930 "," 6642 "
" 4214 ","4214"," 49020 "," 0621 "
" 4215 ","4215"," 33960 "," 1334 "
" 4221 ","4221"," 39440 "," 2272 "
" 4221 ",NA," 39490 "," 6332 "
" 4222 ","4223"," 39410 "," 1313 "
" 4222 ",NA," 39430 "," 6334 "
" 4222 ",NA," 39420 "," 4353 "
" 4222 ",NA," 39490 ",NA
" 4223 ","4223"," 38015 "," 1313 "
" 4223 ",NA," 38090 "," 1375 "
" 4223 ",NA," 38020 ",NA
" 5111 ","5111"," 54070 "," 6333 "
" 5111 ",NA," 59970 "," 6641 "
" 5112 ","5112"," 36040 "," 6323 "
" 5112 ",NA," 36090 "," 8622 "
" 5112 ",NA,NA," 6372 "
" 5113 ","5113"," 59120 "," 5211 "
" 5113 ",NA," 59140 "," 6342 "
" 5113 ",NA," 59130 "," 6341 "
" 5113 ",NA," 59190 ",NA
" 5121 ","5122"," 53130 "," 6355 "
" 5121 ",NA," 53160 "," 6621 "
" 5121 ",NA," 53140 ",NA
" 5121 ",NA," 53190 ",NA
" 5121 ",NA," 53150 ",NA
" 5122 ","5123"," 53210 "," 6353 "
" 5122 ",NA," 53250 "," 6354 "
" 5122 ",NA," 53230 ",NA
" 5122 ",NA," 53290 ",NA
" 5122 ",NA," 53240 ",NA
" 5131 ","5131"," 54035 "," 6372 "
" 5132 ","3231"," 07130 "," 5133 "
" 5132 ",NA," 07210 "," 3311 "
" 5132 ",NA," 07140 "," 3316 "
" 5132 ",NA," 59940 "," 3312 "
" 5139 ","5139"," 06810 "," 3315 "
" 5139 ",NA," 59960 ",NA
" 5139 ",NA," 59950 ",NA
" 5141 ","5141"," 57020 "," 6373 "
" 5141 ",NA," 57060 ",NA
" 5141 ",NA," 57030 ",NA
" 5141 ",NA," 57070 ",NA
" 5141 ",NA," 57090 ",NA
" 5142 ","5142"," 54040 "," 6371 "
" 5143 ","5143"," 59220 "," 6375 "
" 5143 ",NA," 59290 ",NA
" 5143 ",NA," 59230 ",NA
" 5149 ","5149"," 59990 ",NA
" 5150 ","5151"," 19960 "," 6376 "
" 5211 ","5161"," 58110 "," 6364 "
" 5211 ",NA," 58190 "," 8427 "
" 5211 ",NA," 58120 ",NA
" 5211 ",NA," 58990 ",NA
" 5211 ",NA," 58130 ",NA
" 5211 ",NA," 63250 ",NA
" 5212 ","5162"," 58220 "," 6363 "
" 5212 ",NA," 58250 ",NA
" 5213 ","5163"," 58930 "," 6365 "
" 5219 ","5169"," 58990 "," 5252 "
" 5219 ",NA," 59990 "," 6367 "
" 5310 ","5210"," 45140 "," 6324 "
" 5310 ",NA," 59990 ",NA
" 5320 ","5220"," 45120 "," 6321 "
" 5320 ",NA," 45170 "," 6322 "
" 5320 ",NA," 45130 ",NA
" 5320 ",NA," 45180 ",NA
" 5320 ",NA," 45150 ",NA
" 5320 ",NA," 45185 ",NA
" 5320 ",NA," 45190 ",NA
" 5330 ","5230"," 45130 "," 6612 "
" 5330 ",NA," 45240 ",NA
" 5330 ",NA," 45190 ",NA
" 5341 ","9111"," 45220 "," 6612 "
" 5341 ",NA," 45250 ",NA
" 5341 ",NA," 45240 ",NA
" 5341 ",NA," 45290 ",NA
" 5342 ","9113"," 45220 "," 6612 "
" 5342 ",NA," 45230 ",NA
" 6111 ","6111"," 61210 "," 7231 "
" 6111 ",NA," 62270 "," 7331 "
" 6111 ",NA," 61220 ",NA
" 6111 ",NA," 62275 ",NA
" 6111 ",NA," 62230 ",NA
" 6111 ",NA," 62280 ",NA
" 6111 ",NA," 62330 ",NA
" 6112 ","6112"," 61230 "," 7231 "
" 6112 ",NA," 62355 "," 7331 "
" 6112 ",NA," 61280 "," 7233 "
" 6112 ",NA," 62360 "," 7333 "
" 6112 ",NA," 62320 "," 7322 "
" 6112 ",NA," 62370 ",NA
" 6112 ",NA," 62330 ",NA
" 6112 ",NA," 62390 ",NA
" 6112 ",NA," 62940 ",NA
" 6113 ","6113"," 61280 "," 2222 "
" 6113 ",NA," 62790 "," 7331 "
" 6113 ",NA," 62720 "," 7231 "
" 6113 ",NA," 62960 "," 7333 "
" 6113 ",NA," 62730 "," 7233 "
" 6113 ",NA," 62970 "," 7614 "
" 6113 ",NA," 62740 ",NA
" 6113 ",NA," 63230 ",NA
" 6114 ","6141"," 63110 "," 2222 "
" 6114 ",NA," 63240 "," 7613 "
" 6114 ",NA," 63120 "," 7321 "
" 6114 ",NA," 63290 "," 7314 "
" 6114 ",NA," 63130 "," 7322 "
" 6114 ",NA," 74460 "," 9321 "
" 6114 ",NA," 63140 ",NA
" 6114 ",NA," 74930 ",NA
" 6115 ","6130"," 62105 "," 7334 "
" 6121 ","6121"," 62410 "," 6374 "
" 6121 ",NA," 62465 "," 7332 "
" 6121 ",NA," 62420 "," 7231 "
" 6121 ",NA," 62470 "," 7334 "
" 6121 ",NA," 62430 "," 7232 "
" 6121 ",NA," 62490 ",NA
" 6121 ",NA," 62440 ",NA
" 6121 ",NA," 62510 ",NA
" 6121 ",NA," 62590 ",NA
" 6122 ","6122"," 61270 "," 7231 "
" 6122 ",NA," 62620 "," 7335 "
" 6122 ",NA," 62610 "," 7332 "
" 6122 ",NA," 62690 ",NA
" 6123 ","6123"," 62920 "," 7231 "
" 6123 ",NA," 62930 ",NA
" 6129 ","6129"," 62480 "," 6374 "
" 6129 ",NA," 62490 "," 7332 "
" 6129 ",NA,NA," 7231 "
" 6131 ","6151"," 64920 "," 7234 "
" 6131 ",NA," 64930 ",NA
" 6131 ",NA," 64925 ",NA
" 6131 ",NA," 64990 ",NA
" 6132 ","6152"," 64120 "," 7341 "
" 6132 ",NA," 64150 ",NA
" 6132 ",NA," 64140 ",NA
" 6132 ",NA," 64990 ",NA
" 6133 ","6154"," 64940 "," 7341 "
" 6133 ",NA," 64960 ",NA
" 6133 ",NA," 64950 ",NA
" 6133 ",NA," 64990 ",NA
" 6211 ","9211"," 62110 "," 7331 "
" 6211 ",NA," 62530 "," 7613 "
" 6211 ",NA," 62245 "," 7332 "
" 6211 ",NA," 62950 "," 7614 "
" 6211 ",NA," 62265 ",NA
" 6211 ",NA," 77170 ",NA
" 6211 ",NA," 99910 ",NA
" 6212 ","9212"," 63290 "," 7322 "
" 6212 ",NA,NA," 7613 "
" 6212 ",NA,NA," 9614 "
" 6213 ","9213"," 64990 "," 7341 "
" 7111 ","7111"," 71105 "," 7311 "
" 7111 ",NA," 71170 "," 7611 "
" 7111 ",NA," 70110 "," 7313 "
" 7111 ",NA," 71190 "," 8442 "
" 7111 ",NA," 71160 ",NA
" 7111 ",NA," 92415 ",NA
" 7112 ","7112"," 71150 "," 7311 "
" 7112 ",NA,NA," 8442 "
" 7113 ","7113"," 71220 "," 5244 "
" 7113 ",NA," 82055 "," 9314 "
" 7113 ",NA," 82020 ",NA
" 7113 ",NA," 82060 ",NA
" 7113 ",NA," 82030 ",NA
" 7113 ",NA," 82070 ",NA
" 7113 ",NA," 82080 ",NA
" 7113 ",NA," 82090 ",NA
" 7211 ","7121"," 95115 "," 8361 "
" 7211 ",NA," 95160 "," 8611 "
" 7211 ",NA," 95120 "," 8362 "
" 7211 ",NA," 95190 ",NA
" 7211 ",NA," 95125 ",NA
" 7211 ",NA," 95230 ",NA
" 7212 ","7123"," 95180 "," 8362 "
" 7212 ",NA," 95240 "," 8261 "
" 7212 ",NA," 95210 "," 8363 "
" 7212 ",NA," 95250 ",NA
" 7212 ",NA," 95220 ",NA
" 7212 ",NA," 95290 ",NA
" 7213 ","7124"," 95410 "," 8341 "
" 7213 ",NA," 95450 "," 8611 "
" 7213 ",NA," 95415 "," 8351 "
" 7213 ",NA," 95455 ",NA
" 7213 ",NA," 95420 ",NA
" 7213 ",NA," 95460 ",NA
" 7213 ",NA," 95470 ",NA
" 7213 ",NA," 95490 ",NA
" 7219 ","7129"," 95920 "," 8351 "
" 7219 ",NA," 95952 "," 8411 "
" 7219 ",NA," 95930 "," 8361 "
" 7219 ",NA," 95990 "," 8443 "
" 7219 ",NA," 95940 "," 8367 "
" 7219 ",NA,NA," 8433 "
" 7221 ","7131"," 95320 "," 8364 "
" 7221 ",NA," 95360 ",NA
" 7221 ",NA," 95330 ",NA
" 7221 ",NA," 95370 ",NA
" 7221 ",NA," 95390 ",NA
" 7222 ","7132"," 95150 "," 8363 "
" 7222 ",NA," 95490 "," 8367 "
" 7222 ",NA," 95170 "," 7223 "
" 7222 ",NA," 95970 ",NA
" 7222 ",NA," 95475 ",NA
" 7223 ","7134"," 95620 "," 8365 "
" 7223 ",NA," 95660 "," 8375 "
" 7223 ",NA," 95630 ",NA
" 7223 ",NA," 95670 ",NA
" 7223 ",NA," 95640 ",NA
" 7223 ",NA," 95690 ",NA
" 7224 ","7135"," 95720 "," 8413 "
" 7224 ",NA," 95760 "," 8611 "
" 7224 ",NA," 95730 ",NA
" 7224 ",NA," 95770 ",NA
" 7224 ",NA," 95740 ",NA
" 7224 ",NA," 95790 ",NA
" 7225 ","7136"," 87105 "," 7312 "
" 7225 ",NA," 87140 "," 8333 "
" 7225 ",NA," 87110 "," 8331 "
" 7225 ",NA," 87150 "," 8412 "
" 7225 ",NA," 87120 "," 8332 "
" 7225 ",NA," 87190 "," 8611 "
" 7225 ",NA," 87130 ",NA
" 7225 ",NA," 95950 ",NA
" 7226 ","7137"," 85110 "," 2244 "
" 7226 ",NA," 85540 "," 8322 "
" 7226 ",NA," 85125 "," 8321 "
" 7226 ",NA," 85550 "," 8611 "
" 7226 ",NA," 85510 ",NA
" 7226 ",NA," 85560 ",NA
" 7226 ",NA," 85565 ",NA
" 7226 ",NA," 85590 ",NA
" 7231 ","7133"," 95510 "," 8361 "
" 7231 ",NA," 95540 "," 8368 "
" 7231 ",NA," 95520 "," 8367 "
" 7231 ",NA," 95590 ",NA
" 7231 ",NA," 95530 ",NA
" 7232 ","7141"," 93120 "," 8366 "
" 7232 ",NA," 93190 "," 8611 "
" 7232 ",NA," 93990 ",NA
" 7232 ",NA," 95925 ",NA
" 7233 ","7143"," 55240 "," 6632 "
" 7233 ",NA," 95975 ",NA
" 7311 ","7211"," 72520 "," 9311 "
" 7311 ",NA," 72570 "," 9312 "
" 7311 ",NA," 72530 ",NA
" 7311 ",NA," 72580 ",NA
" 7311 ",NA," 72540 ",NA
" 7311 ",NA," 72590 ",NA
" 7311 ",NA," 83245 ",NA
" 7312 ","7212"," 87210 "," 8342 "
" 7312 ",NA," 87245 "," 9415 "
" 7312 ",NA," 87215 "," 9413 "
" 7312 ",NA," 87250 "," 7313 "
" 7312 ",NA," 87220 ",NA
" 7312 ",NA," 87255 ",NA
" 7312 ",NA," 87260 ",NA
" 7312 ",NA," 87265 ",NA
" 7312 ",NA," 87290 ",NA
" 7313 ","7213"," 87310 "," 8341 "
" 7313 ",NA," 87360 ",NA
" 7313 ",NA," 87320 ",NA
" 7313 ",NA," 87370 ",NA
" 7313 ",NA," 87375 ",NA
" 7313 ",NA," 87380 ",NA
" 7313 ",NA," 87390 ",NA
" 7314 ","7214"," 87420 "," 8343 "
" 7314 ",NA," 87460 "," 9393 "
" 7314 ",NA," 87430 "," 8411 "
" 7314 ",NA," 87465 ",NA
" 7314 ",NA," 87440 ",NA
" 7314 ",NA," 87470 ",NA
" 7314 ",NA," 87490 ",NA
" 7314 ",NA," 95960 ",NA
" 7315 ","7215"," 97205 "," 2231 "
" 7315 ",NA," 97250 "," 8343 "
" 7315 ",NA," 97210 "," 8323 "
" 7315 ",NA," 97260 "," 8371 "
" 7315 ",NA," 97220 "," 8324 "
" 7315 ",NA," 97270 "," 7316 "
" 7315 ",NA," 97230 ",NA
" 7315 ",NA," 97290 ",NA
" 7316 ","7142"," 93930 "," 8384 "
" 7316 ",NA," 93990 "," 9396 "
" 7316 ",NA," 93960 "," 8612 "
" 7321 ","7221"," 83110 "," 8344 "
" 7321 ",NA," 83140 "," 8612 "
" 7321 ",NA," 83120 "," 8426 "
" 7321 ",NA," 83150 "," 9414 "
" 7321 ",NA," 83130 ",NA
" 7321 ",NA," 83190 ",NA
" 7322 ","7222"," 83225 "," 8311 "
" 7322 ",NA," 83290 "," 8426 "
" 7322 ",NA," 83240 "," 8312 "
" 7322 ",NA," 83230 "," 9312 "
" 7322 ",NA," 83245 "," 8372 "
" 7322 ",NA," 83920 "," 9413 "
" 7322 ",NA," 83250 "," 8414 "
" 7323 ","7224"," 72930 "," 8311 "
" 7323 ",NA," 83540 "," 9416 "
" 7323 ",NA," 72940 "," 8372 "
" 7323 ",NA," 83550 "," 9612 "
" 7323 ",NA," 83465 "," 9411 "
" 7323 ",NA," 83560 "," 9616 "
" 7323 ",NA," 83520 ",NA
" 7323 ",NA," 83590 ",NA
" 7323 ",NA," 83990 ",NA
" 7411 ","7231"," 84115 "," 8373 "
" 7411 ",NA," 84340 "," 8384 "
" 7411 ",NA," 84310 "," 8381 "
" 7411 ",NA," 84350 "," 8394 "
" 7411 ",NA," 84320 "," 8383 "
" 7411 ",NA," 84360 ",NA
" 7411 ",NA," 84330 ",NA
" 7411 ",NA," 84390 ",NA
" 7412 ","7232"," 84120 "," 2244 "
" 7412 ",NA," 84430 "," 8374 "
" 7412 ",NA," 84185 "," 8371 "
" 7412 ",NA," 84440 ",NA
" 7412 ",NA," 84410 ",NA
" 7412 ",NA," 84490 ",NA
" 7413 ","7233"," 75230 "," 2243 "
" 7413 ",NA," 84914 "," 8394 "
" 7413 ",NA," 75330 "," 8311 "
" 7413 ",NA," 84918 "," 8414 "
" 7413 ",NA," 81205 "," 8371 "
" 7413 ",NA," 84922 "," 8482 "
" 7413 ",NA," 84105 "," 8372 "
" 7413 ",NA," 84926 "," 8612 "
" 7413 ",NA," 84110 ",NA
" 7413 ",NA," 84934 ",NA
" 7413 ",NA," 84525 ",NA
" 7413 ",NA," 84938 ",NA
" 7413 ",NA," 84530 ",NA
" 7413 ",NA," 84942 ",NA
" 7413 ",NA," 84535 ",NA
" 7413 ",NA," 84945 ",NA
" 7413 ",NA," 84555 ",NA
" 7413 ",NA," 84946 ",NA
" 7413 ",NA," 84560 ",NA
" 7413 ",NA," 84950 ",NA
" 7413 ",NA," 84540 ",NA
" 7413 ",NA," 84954 ",NA
" 7413 ",NA," 84545 ",NA
" 7413 ",NA," 84958 ",NA
" 7413 ",NA," 84550 ",NA
" 7413 ",NA," 84966 ",NA
" 7413 ",NA," 84565 ",NA
" 7413 ",NA," 84974 ",NA
" 7413 ",NA," 84590 ",NA
" 7413 ",NA," 98230 ",NA
" 7414 ","7123"," 83310 "," 2243 "
" 7414 ",NA," 83380 "," 8312 "
" 7414 ",NA," 83320 "," 8311 "
" 7414 ",NA," 83385 "," 8371 "
" 7414 ",NA," 83330 ",NA
" 7414 ",NA," 84930 ",NA
" 7414 ",NA," 84978 ",NA
" 7414 ",NA," 84990 ",NA
" 7421 ","7241"," 85120 "," 8321 "
" 7421 ",NA," 85180 "," 8391 "
" 7421 ",NA," 85130 "," 8326 "
" 7421 ",NA," 85190 "," 8392 "
" 7421 ",NA," 85135 "," 8371 "
" 7421 ",NA," 85340 "," 8393 "
" 7421 ",NA," 85140 "," 8375 "
" 7421 ",NA," 85350 "," 9384 "
" 7421 ",NA," 85150 "," 8382 "
" 7421 ",NA," 85370 "," 9387 "
" 7421 ",NA," 85160 ",NA
" 7421 ",NA," 85545 ",NA
" 7422 ","7242"," 84965 "," 2242 "
" 7422 ",NA," 85290 "," 8411 "
" 7422 ",NA," 85210 "," 8393 "
" 7422 ",NA," 85390 "," 8414 "
" 7422 ",NA," 85220 ",NA
" 7422 ",NA," 85420 ",NA
" 7422 ",NA," 85430 ",NA
" 7422 ",NA," 85490 ",NA
" 7422 ",NA," 85570 ",NA
" 7423 ","7244"," 85620 "," 2244 "
" 7423 ",NA," 85730 "," 8325 "
" 7423 ",NA," 85630 "," 8323 "
" 7423 ",NA," 85740 "," 8326 "
" 7423 ",NA," 85640 "," 8324 "
" 7423 ",NA," 85745 "," 8612 "
" 7423 ",NA," 85690 ",NA
" 7423 ",NA," 85790 ",NA
" 7511 ","7311"," 84220 "," 2242 "
" 7511 ",NA," 84250 "," 3234 "
" 7511 ",NA," 84225 "," 2243 "
" 7511 ",NA," 84260 "," 8392 "
" 7511 ",NA," 84230 "," 2244 "
" 7511 ",NA," 84290 "," 8414 "
" 7511 ",NA," 84235 ",NA
" 7511 ",NA," 84990 ",NA
" 7511 ",NA," 94955 ",NA
" 7512 ","7312"," 94120 "," 8414 "
" 7512 ",NA," 94160 "," 9397 "
" 7512 ",NA," 94130 ",NA
" 7512 ",NA," 94170 ",NA
" 7512 ",NA," 94140 ",NA
" 7512 ",NA," 94180 ",NA
" 7512 ",NA," 94190 ",NA
" 7521 ","7341"," 92110 "," 9371 "
" 7521 ",NA," 92150 "," 8425 "
" 7521 ",NA," 92120 "," 9372 "
" 7521 ",NA," 92155 ",NA
" 7521 ",NA," 92125 ",NA
" 7521 ",NA," 92160 ",NA
" 7521 ",NA," 92170 ",NA
" 7521 ",NA," 92180 ",NA
" 7521 ",NA," 92190 ",NA
" 7521 ",NA," 92225 ",NA
" 7522 ","7342"," 92320 "," 9372 "
" 7522 ",NA," 92390 ",NA
" 7522 ",NA," 92330 ",NA
" 7523 ","7343"," 16150 "," 5244 "
" 7523 ",NA," 92490 "," 9372 "
" 7523 ",NA," 83130 "," 9371 "
" 7523 ",NA," 92510 "," 8425 "
" 7523 ",NA," 92415 ",NA
" 7523 ",NA," 92520 ",NA
" 7523 ",NA," 92530 ",NA
" 7523 ",NA," 92540 ",NA
" 7523 ",NA," 92550 ",NA
" 7523 ",NA," 92560 ",NA
" 7523 ",NA," 92570 ",NA
" 7523 ",NA," 92580 ",NA
" 7523 ",NA," 92590 ",NA
" 7524 ","7344"," 92710 "," 9372 "
" 7524 ",NA," 92750 "," 9616 "
" 7524 ",NA," 92720 "," 9374 "
" 7524 ",NA," 92790 ",NA
" 7524 ",NA," 92730 ",NA
" 7524 ",NA," 94970 ",NA
" 7525 ","7345"," 92620 "," 9373 "
" 7525 ",NA," 92650 "," 9616 "
" 7525 ",NA," 92640 ",NA
" 7525 ",NA," 92690 ",NA
" 7526 ","7346"," 92920 "," 8425 "
" 7526 ",NA," 92990 "," 9371 "
" 7526 ",NA," 92930 "," 9343 "
" 7526 ",NA,NA," 9373 "
" 7611 ","7321"," 89210 "," 5244 "
" 7611 ",NA," 89245 "," 9314 "
" 7611 ",NA," 89215 "," 9312 "
" 7611 ",NA," 89250 "," 9611 "
" 7611 ",NA," 89220 "," 7612 "
" 7611 ",NA," 89255 ",NA
" 7611 ",NA," 89260 ",NA
" 7611 ",NA," 89270 ",NA
" 7611 ",NA," 89290 ",NA
" 7612 ","7322"," 89120 "," 9313 "
" 7612 ",NA," 89164 ",NA
" 7612 ",NA," 89124 ",NA
" 7612 ",NA," 89168 ",NA
" 7612 ",NA," 89172 ",NA
" 7612 ",NA," 89176 ",NA
" 7612 ",NA," 89180 ",NA
" 7612 ",NA," 89190 ",NA
" 7613 ","7323"," 89420 "," 5244 "
" 7613 ",NA," 89440 "," 9313 "
" 7613 ",NA," 89430 ",NA
" 7613 ",NA," 89490 ",NA
" 7614 ","7324"," 89520 "," 5223 "
" 7614 ",NA," 89590 "," 9314 "
" 7614 ",NA," 89530 "," 5244 "
" 7614 ",NA," 93940 "," 9393 "
" 7614 ",NA," 89540 "," 9313 "
" 7614 ",NA," 93950 "," 9396 "
" 7614 ",NA," 89550 ",NA
" 7614 ",NA," 93970 ",NA
" 7614 ",NA," 93990 ",NA
" 7621 ","7424"," 94220 "," 5244 "
" 7621 ",NA," 94240 "," 9397 "
" 7621 ",NA," 94230 "," 9393 "
" 7621 ",NA," 94290 ",NA
" 7622 ","7331"," 94990 "," 5244 "
" 7622 ",NA," 94250 ",NA
" 7631 ","7332"," 75490 ",NA
" 7631 ",NA," 80340 ",NA
" 7631 ",NA," 52441 ",NA
" 7631 ",NA," 80360 ",NA
" 7631 ",NA," 80390 ",NA
" 7632 ","7436"," 79530 "," 5244 "
" 7632 ",NA," 79435 "," 9342 "
" 7632 ",NA," 79550 "," 8422 "
" 7632 ",NA," 79470 ",NA
" 7632 ",NA," 79590 ",NA
" 7632 ",NA," 79920 ",NA
" 7641 ","7313"," 72460 "," 5244 "
" 7641 ",NA," 88040 "," 9415 "
" 7641 ",NA," 72490 "," 8424 "
" 7641 ",NA," 88050 "," 9416 "
