"CIUO88_AC","CIUO88OIT","CNO70","SENA2003"
" 7641 ",NA," 88055 "," 9397 "
" 7641 ",NA," 87265 ",NA
" 7641 ",NA," 88060 ",NA
" 7641 ",NA," 88010 ",NA
" 7641 ",NA," 88070 ",NA
" 7641 ",NA," 88080 ",NA
" 7641 ",NA," 88090 ",NA
" 7642 ","<NA>"," 59980 "," 5244 "
" 7649 ","<NA>"," 94960 "," 5211 "
" 7649 ",NA,NA," 9321 "
" 7649 ",NA,NA," 9397 "
" 7711 ","7411"," 77310 "," 6351 "
" 7711 ",NA," 77390 "," 9363 "
" 7711 ",NA," 77320 "," 9361 "
" 7711 ",NA," 77450 "," 9365 "
" 7711 ",NA," 77330 "," 9362 "
" 7711 ",NA," 77460 "," 9615 "
" 7711 ",NA," 77340 ",NA
" 7711 ",NA," 77940 ",NA
" 7712 ","5122"," 77610 "," 6352 "
" 7712 ",NA," 77645 "," 9615 "
" 7712 ",NA," 77615 "," 9361 "
" 7712 ",NA," 77650 ",NA
" 7712 ",NA," 77620 ",NA
" 7712 ",NA," 77655 ",NA
" 7712 ",NA," 77660 ",NA
" 7712 ",NA," 77665 ",NA
" 7712 ",NA," 77690 ",NA
" 7712 ",NA," 77840 ",NA
" 7713 ","7413"," 77510 "," 9361 "
" 7713 ",NA," 77550 "," 7714 "
" 7713 ",NA," 77520 ",NA
" 7713 ",NA," 77560 ",NA
" 7713 ",NA," 77590 ",NA
" 7714 ","7414"," 77410 "," 9361 "
" 7714 ",NA," 77455 "," 9615 "
" 7714 ",NA," 77420 "," 9665 "
" 7714 ",NA," 77490 ",NA
" 7714 ",NA," 77425 ",NA
" 7714 ",NA," 77920 ",NA
" 7714 ",NA," 77990 ",NA
" 7715 ","7415"," 77165 "," 6322 "
" 7715 ",NA," 77720 "," 9365 "
" 7715 ",NA," 77170 "," 9361 "
" 7715 ",NA," 77860 ",NA
" 7716 ","7416"," 78120 "," 9364 "
" 7716 ",NA," 78220 ",NA
" 7716 ",NA," 78130 ",NA
" 7716 ",NA," 78290 ",NA
" 7716 ",NA," 78390 ",NA
" 7716 ",NA," 78920 ",NA
" 7716 ",NA," 78930 ",NA
" 7716 ",NA," 78990 ",NA
" 7721 ","7431"," 75115 "," 9341 "
" 7721 ",NA," 75145 "," 9343 "
" 7721 ",NA," 75120 ",NA
" 7721 ",NA," 75150 ",NA
" 7721 ",NA," 75125 ",NA
" 7721 ",NA," 75155 ",NA
" 7721 ",NA," 75175 ",NA
" 7721 ",NA," 75180 ",NA
" 7721 ",NA," 75190 ",NA
" 7722 ","7432"," 75220 "," 5244 "
" 7722 ",NA," 75490 "," 9342 "
" 7722 ",NA," 75250 ",NA
" 7722 ",NA," 75540 ",NA
" 7722 ",NA," 75280 ",NA
" 7722 ",NA," 75550 ",NA
" 7722 ",NA," 75590 ",NA
" 7722 ",NA," 75920 ",NA
" 7722 ",NA," 75925 ",NA
" 7722 ",NA," 75930 ",NA
" 7722 ",NA," 75940 ",NA
" 7722 ",NA," 75990 ",NA
" 7723 ","7433"," 79120 "," 6643 "
" 7723 ",NA," 79390 "," 9351 "
" 7723 ",NA," 79130 "," 8422 "
" 7723 ",NA," 79510 "," 9397 "
" 7723 ",NA," 79140 ",NA
" 7723 ",NA," 79525 ",NA
" 7723 ",NA," 79920 ",NA
" 7723 ",NA," 79990 ",NA
" 7724 ","7434"," 79220 "," 8422 "
" 7724 ",NA," 79290 ",NA
" 7724 ",NA," 79240 ",NA
" 7724 ",NA," 79540 ",NA
" 7725 ","7437"," 79620 "," 8411 "
" 7725 ",NA," 79650 "," 8612 "
" 7725 ",NA," 79630 "," 8421 "
" 7725 ",NA," 79690 ",NA
" 7725 ",NA," 79640 ",NA
" 7731 ","7441"," 76120 "," 9354 "
" 7731 ",NA," 76190 "," 9616 "
" 7731 ",NA," 76125 "," 9355 "
" 7731 ",NA," 76260 ",NA
" 7731 ",NA," 76130 ",NA
" 7731 ",NA," 76220 ",NA
" 7731 ",NA," 76240 ",NA
" 7731 ",NA," 76250 ",NA
" 7731 ",NA," 76290 ",NA
" 7732 ","7442"," 80110 "," 8423 "
" 7732 ",NA," 80230 "," 9353 "
" 7732 ",NA," 80120 "," 8612 "
" 7732 ",NA," 80240 ",NA
" 7732 ",NA," 80130 ",NA
" 7732 ",NA," 80245 ",NA
" 7732 ",NA," 80255 ",NA
" 7732 ",NA," 80290 ",NA
" 7732 ",NA," 80360 ",NA
" 7741 ","7421"," 73120 "," 9331 "
" 7741 ",NA," 73190 "," 9335 "
" 7741 ",NA," 73130 ",NA
" 7741 ",NA," 73270 ",NA
" 7742 ","7422"," 81110 "," 5244 "
" 7742 ",NA," 81945 "," 9392 "
" 7742 ",NA," 81120 "," 8352 "
" 7742 ",NA," 81950 "," 9412 "
" 7742 ",NA," 81130 "," 8611 "
" 7742 ",NA," 81965 ",NA
" 7742 ",NA," 81190 ",NA
" 7742 ",NA," 81990 ",NA
" 7742 ",NA," 95445 ",NA
" 7743 ","7423"," 81205 "," 9331 "
" 7743 ",NA," 81260 "," 9393 "
" 7743 ",NA," 81210 "," 9392 "
" 7743 ",NA," 81270 "," 9412 "
" 7743 ",NA," 81220 ",NA
" 7743 ",NA," 81280 ",NA
" 7743 ",NA," 81290 ",NA
" 7743 ",NA," 81955 ",NA
" 8111 ","8111"," 71120 "," 7311 "
" 8111 ",NA," 71140 "," 8442 "
" 8111 ",NA," 71130 "," 7313 "
" 8112 ","8112"," 71230 "," 9231 "
" 8112 ",NA," 71260 "," 9314 "
" 8112 ",NA," 71240 "," 9311 "
" 8112 ",NA," 71270 "," 9611 "
" 8112 ",NA," 71245 ",NA
" 8112 ",NA," 71280 ",NA
" 8112 ",NA," 71290 ",NA
" 8113 ","8113"," 71320 "," 7312 "
" 8113 ",NA," 71360 "," 8443 "
" 8113 ",NA," 71330 "," 7314 "
" 8113 ",NA," 71380 ",NA
" 8113 ",NA," 71340 ",NA
" 8113 ",NA," 71390 ",NA
" 8121 ","8121"," 72115 "," 9231 "
" 8121 ",NA," 72150 "," 9311 "
" 8121 ",NA," 72120 "," 8122 "
" 8121 ",NA," 72160 ",NA
" 8121 ",NA," 72125 ",NA
" 8121 ",NA," 72170 ",NA
" 8121 ",NA," 72190 ",NA
" 8121 ",NA," 72560 ",NA
" 8122 ","8122"," 72190 "," 9231 "
" 8122 ",NA," 72275 "," 9312 "
" 8122 ",NA," 72360 "," 9311 "
" 8122 ",NA," 72220 "," 9611 "
" 8122 ",NA," 72280 ",NA
" 8122 ",NA," 72370 ",NA
" 8122 ",NA," 72230 ",NA
" 8122 ",NA," 72290 ",NA
" 8122 ",NA," 72390 ",NA
" 8122 ",NA," 72320 ",NA
" 8122 ",NA," 72420 ",NA
" 8122 ",NA," 72330 ",NA
" 8122 ",NA," 72430 ",NA
" 8122 ",NA," 72340 ",NA
" 8122 ",NA," 72440 ",NA
" 8122 ",NA," 72350 ",NA
" 8122 ",NA," 72450 ",NA
" 8123 ","8123"," 72190 "," 9311 "
" 8123 ",NA," 72640 ",NA
" 8123 ",NA," 72620 ",NA
" 8123 ",NA," 72650 ",NA
" 8124 ","8124"," 72730 "," 9311 "
" 8124 ",NA," 72750 "," 9416 "
" 8124 ",NA," 72740 "," 9414 "
" 8124 ",NA," 72790 ",NA
" 8131 ","8131"," 89128 "," 9313 "
" 8131 ",NA," 89320 ",NA
" 8131 ",NA," 89136 ",NA
" 8131 ",NA," 89330 ",NA
" 8131 ",NA," 89340 ",NA
" 8131 ",NA," 89390 ",NA
" 8131 ",NA," 89920 ",NA
" 8132 ","8131"," 89350 "," 9314 "
" 8132 ",NA," 89930 "," 9611 "
" 8132 ",NA," 89360 "," 9396 "
" 8132 ",NA," 89940 ",NA
" 8132 ",NA," 89390 ",NA
" 8132 ",NA," 89990 ",NA
" 8139 ","8139"," 89960 "," 9314 "
" 8139 ",NA," 89970 "," 9322 "
" 8141 ","8141"," 73210 "," 9381 "
" 8141 ",NA," 73250 "," 9412 "
" 8141 ",NA," 73215 ",NA
" 8141 ",NA," 73255 ",NA
" 8141 ",NA," 73220 ",NA
" 8141 ",NA," 73260 ",NA
" 8141 ",NA," 73290 ",NA
" 8141 ",NA," 81260 ",NA
" 8141 ",NA," 81280 ",NA
" 8142 ","8142"," 73320 "," 9233 "
" 8142 ",NA," 73370 "," 9332 "
" 8142 ",NA," 73330 "," 9234 "
" 8142 ",NA," 73380 "," 9333 "
" 8142 ",NA," 73340 ",NA
" 8142 ",NA," 73390 ",NA
" 8142 ",NA," 73415 ",NA
" 8143 ","8143"," 73420 "," 9234 "
" 8143 ",NA," 73480 "," 9333 "
" 8143 ",NA," 73430 ",NA
" 8143 ",NA," 73490 ",NA
" 8143 ",NA," 73440 ",NA
" 8143 ",NA," 73510 ",NA
" 8143 ",NA," 73520 ",NA
" 8143 ",NA," 73540 ",NA
" 8143 ",NA," 73550 ",NA
" 8143 ",NA," 73560 ",NA
" 8143 ",NA," 76590 ",NA
" 8151 ","8151"," 74120 "," 9321 "
" 8151 ",NA," 74150 ",NA
" 8151 ",NA," 74130 ",NA
" 8151 ",NA," 74190 ",NA
" 8152 ","8152"," 74220 "," 9231 "
" 8152 ",NA," 74250 "," 9321 "
" 8152 ",NA," 74230 "," 9311 "
" 8152 ",NA," 74270 "," 9613 "
" 8152 ",NA," 74240 "," 8153 "
" 8152 ",NA," 74290 ",NA
" 8153 ","8153"," 74320 "," 9232 "
" 8153 ",NA," 74350 "," 9321 "
" 8153 ",NA," 74330 ",NA
" 8153 ",NA," 74390 ",NA
" 8153 ",NA," 74340 ",NA
" 8153 ",NA," 74970 ",NA
" 8154 ","8154"," 74420 "," 9232 "
" 8154 ",NA," 74470 "," 9321 "
" 8154 ",NA," 74430 ",NA
" 8154 ",NA," 74480 ",NA
" 8154 ",NA," 74440 ",NA
" 8154 ",NA," 74490 ",NA
" 8154 ",NA," 96985 ",NA
" 8155 ","8155"," 74520 "," 7312 "
" 8155 ",NA," 74570 "," 9232 "
" 8155 ",NA," 74530 ",NA
" 8155 ",NA," 74580 ",NA
" 8155 ",NA," 74540 ",NA
" 8155 ",NA," 74590 ",NA
" 8155 ",NA," 97480 ",NA
" 8159 ","8159"," 74915 "," 7314 "
" 8159 ",NA," 74940 "," 9323 "
" 8159 ",NA," 74920 "," 9231 "
" 8159 ",NA," 74955 "," 9324 "
" 8159 ",NA," 74925 "," 9321 "
" 8159 ",NA," 74960 "," 9341 "
" 8159 ",NA," 74935 ",NA
" 8159 ",NA," 74990 ",NA
" 8161 ","8161"," 96110 "," 8432 "
" 8161 ",NA," 96160 ",NA
" 8161 ",NA," 96120 ",NA
" 8161 ",NA," 96170 ",NA
" 8161 ",NA," 96180 ",NA
" 8161 ",NA," 96185 ",NA
" 8161 ",NA," 96190 ",NA
" 8162 ","8162"," 96930 "," 8431 "
" 8162 ",NA," 98330 "," 8482 "
" 8162 ",NA," 98220 ",NA
" 8162 ",NA," 98390 ",NA
" 8163 ","7231"," 96960 "," 6644 "
" 8163 ",NA," 96965 "," 9324 "
" 8164 ","8163"," 96910 "," 9232 "
" 8164 ",NA," 96950 "," 9361 "
" 8164 ",NA," 96920 "," 9324 "
" 8164 ",NA," 96955 ",NA
" 8164 ",NA," 96940 ",NA
" 8164 ",NA," 96990 ",NA
" 8165 ","8163"," 96910 "," 8375 "
" 8165 ",NA," 96970 "," 8431 "
" 8165 ",NA," 96915 ",NA
" 8165 ",NA," 96980 ",NA
" 8170 ","8171"," 85390 "," 6343 "
" 8170 ",NA,NA," 9385 "
" 8170 ",NA,NA," 9381 "
" 8211 ","8211"," 83410 "," 9397 "
" 8211 ",NA," 83480 "," 9414 "
" 8211 ",NA," 83415 "," 9314 "
" 8211 ",NA," 83485 "," 9416 "
" 8211 ",NA," 83420 "," 9411 "
" 8211 ",NA," 83490 "," 8212 "
" 8211 ",NA," 83430 ",NA
" 8211 ",NA," 83940 ",NA
" 8211 ",NA," 83960 ",NA
" 8211 ",NA," 83970 ",NA
" 8211 ",NA," 83980 ",NA
" 8211 ",NA," 83985 ",NA
" 8211 ",NA," 97440 ",NA
" 8212 ","8212"," 89265 "," 9314 "
" 8212 ",NA," 94350 ",NA
" 8212 ",NA," 94320 ",NA
" 8212 ",NA," 94390 ",NA
" 8212 ",NA," 97475 ",NA
" 8221 ","8221"," 74260 "," 9321 "
" 8221 ",NA," 74490 ",NA
" 8221 ",NA," 74465 ",NA
" 8221 ",NA," 97139 ",NA
" 8222 ","8222"," 94925 "," 9321 "
" 8222 ",NA,NA," 9416 "
" 8222 ",NA,NA," 9397 "
" 8223 ","8223"," 72820 "," 9311 "
" 8223 ",NA," 72920 "," 9413 "
" 8223 ",NA," 72830 "," 9395 "
" 8223 ",NA," 72930 "," 9612 "
" 8223 ",NA," 72840 "," 8229 "
" 8223 ",NA," 83520 ",NA
" 8223 ",NA," 90370 ",NA
" 8229 ","8229"," 94930 "," 9231 "
" 8229 ",NA," 94935 "," 9321 "
" 8229 ",NA,NA," 9232 "
" 8229 ",NA,NA," 9417 "
" 8231 ","8231"," 90115 "," 9323 "
" 8231 ",NA," 90220 "," 8232 "
" 8231 ",NA," 90120 ",NA
" 8231 ",NA," 90230 ",NA
" 8231 ",NA," 90240 ",NA
" 8231 ",NA," 90250 ",NA
" 8231 ",NA," 90260 ",NA
" 8231 ",NA," 90290 ",NA
" 8231 ",NA," 90380 ",NA
" 8231 ",NA," 94950 ",NA
" 8232 ","8232"," 74970 "," 9322 "
" 8232 ",NA," 90360 "," 9616 "
" 8232 ",NA," 90320 "," 9394 "
" 8232 ",NA," 90365 ",NA
" 8232 ",NA," 90325 ",NA
" 8232 ",NA," 90370 ",NA
" 8232 ",NA," 90380 ",NA
" 8232 ",NA," 90390 ",NA
" 8232 ",NA," 93340 ",NA
" 8240 ","8240"," 73235 "," 9393 "
" 8240 ",NA," 81230 "," 9417 "
" 8240 ",NA," 81208 "," 9412 "
" 8240 ",NA," 81290 ",NA
" 8251 ","8224"," 92220 "," 1312 "
" 8251 ",NA," 92280 "," 9371 "
" 8251 ",NA," 92230 "," 8425 "
" 8251 ",NA," 92290 "," 9372 "
" 8251 ",NA," 92240 "," 9343 "
" 8251 ",NA," 92720 "," 9374 "
" 8251 ",NA," 92250 ",NA
" 8251 ",NA," 92730 ",NA
" 8251 ",NA," 92740 ",NA
" 8251 ",NA," 92750 ",NA
" 8251 ",NA," 92790 ",NA
" 8252 ","8252"," 92630 "," 9373 "
" 8252 ",NA," 92660 ",NA
" 8252 ",NA," 92640 ",NA
" 8252 ",NA," 92690 ",NA
" 8253 ","8253"," 73480 "," 9334 "
" 8253 ",NA," 91055 ",NA
" 8253 ",NA," 73490 ",NA
" 8253 ",NA," 91070 ",NA
" 8253 ",NA," 91075 ",NA
" 8253 ",NA," 91080 ",NA
" 8253 ",NA," 91090 ",NA
" 8261 ","8161"," 72240 "," 9341 "
" 8261 ",NA," 75220 ",NA
" 8261 ",NA," 72250 ",NA
" 8261 ",NA," 75225 ",NA
" 8261 ",NA," 75230 ",NA
" 8261 ",NA," 75235 ",NA
" 8261 ",NA," 75270 ",NA
" 8261 ",NA," 75280 ",NA
" 8261 ",NA," 75290 ",NA
" 8261 ",NA," 75642 ",NA
" 8262 ","8262"," 75350 "," 9342 "
" 8262 ",NA," 75475 ",NA
" 8262 ",NA," 75415 ",NA
" 8262 ",NA," 75487 ",NA
" 8262 ",NA," 75490 ",NA
" 8262 ",NA," 75520 ",NA
" 8262 ",NA," 75530 ",NA
" 8262 ",NA," 75590 ",NA
" 8262 ",NA," 75930 ",NA
" 8263 ","8263"," 79120 "," 9342 "
" 8263 ",NA," 79515 "," 9351 "
" 8263 ",NA," 79130 ",NA
" 8263 ",NA," 79520 ",NA
" 8263 ",NA," 79140 ",NA
" 8263 ",NA," 79560 ",NA
" 8263 ",NA," 80350 ",NA
" 8264 ","8264"," 56020 "," 6632 "
" 8264 ",NA," 75648 "," 9343 "
" 8264 ",NA," 56030 "," 6643 "
" 8264 ",NA," 75651 ",NA
" 8264 ",NA," 56060 ",NA
" 8264 ",NA," 75654 ",NA
" 8264 ",NA," 75657 ",NA
" 8264 ",NA," 75660 ",NA
" 8264 ",NA," 75663 ",NA
" 8264 ",NA," 75666 ",NA
" 8264 ",NA," 75678 ",NA
" 8264 ",NA," 75681 ",NA
" 8264 ",NA," 75690 ",NA
" 8265 ","8265"," 75945 "," 9342 "
" 8265 ",NA," 76230 "," 9354 "
" 8265 ",NA," 76135 ",NA
" 8265 ",NA," 76245 ",NA
" 8265 ",NA," 76155 ",NA
" 8266 ","8266"," 80215 "," 9323 "
" 8266 ",NA," 80245 "," 9353 "
" 8266 ",NA," 80220 ",NA
" 8266 ",NA," 80250 ",NA
" 8266 ",NA," 80230 ",NA
" 8266 ",NA," 80255 ",NA
" 8266 ",NA," 80290 ",NA
" 8266 ",NA," 90170 ",NA
" 8267 ","7435"," 75340 "," 5245 "
" 8267 ",NA," 79445 "," 9352 "
" 8267 ",NA," 79230 "," 8421 "
" 8267 ",NA," 79450 ",NA
" 8267 ",NA," 79250 ",NA
" 8267 ",NA," 79460 ",NA
" 8267 ",NA," 79470 ",NA
" 8267 ",NA," 79480 ",NA
" 8267 ",NA," 79490 ",NA
" 8269 ","8269"," 75950 "," 9342 "
" 8269 ",NA," 79330 "," 9616 "
" 8269 ",NA," 75990 "," 9351 "
" 8271 ","8271"," 77415 "," 9361 "
" 8271 ",NA," 97145 "," 9363 "
" 8271 ",NA," 77420 "," 9362 "
" 8271 ",NA," 97172 ",NA
" 8271 ",NA," 97139 ",NA
" 8272 ","8272"," 77510 "," 9361 "
" 8272 ",NA," 77675 ",NA
" 8272 ",NA," 77520 ",NA
" 8272 ",NA," 97139 ",NA
" 8272 ",NA," 97145 ",NA
" 8272 ",NA," 97172 ",NA
" 8273 ","8273"," 77120 "," 8453 "
" 8273 ",NA," 77160 "," 9361 "
" 8273 ",NA," 77130 "," 8274 "
" 8273 ",NA," 77190 ",NA
" 8273 ",NA," 77140 ",NA
" 8273 ",NA," 97139 ",NA
" 8273 ",NA," 97145 ",NA
" 8273 ",NA," 97172 ",NA
" 8274 ","8274"," 77615 "," 9361 "
" 8274 ",NA," 77655 ",NA
" 8274 ",NA," 77625 ",NA
" 8274 ",NA," 77670 ",NA
" 8274 ",NA," 77690 ",NA
" 8274 ",NA," 97139 ",NA
" 8274 ",NA," 97145 ",NA
" 8274 ",NA," 97172 ",NA
" 8275 ","8275"," 77425 "," 9361 "
" 8275 ",NA," 77925 ",NA
" 8275 ",NA," 77430 ",NA
" 8275 ",NA," 77930 ",NA
" 8275 ",NA," 77990 ",NA
" 8275 ",NA," 97139 ",NA
" 8275 ",NA," 97145 ",NA
" 8275 ",NA," 97172 ",NA
" 8276 ","8276"," 77215 "," 9361 "
" 8276 ",NA," 77260 ",NA
" 8276 ",NA," 77220 ",NA
" 8276 ",NA," 77270 ",NA
" 8276 ",NA," 97139 ",NA
" 8276 ",NA," 97145 ",NA
" 8276 ",NA," 97172 ",NA
" 8277 ","8277"," 62840 "," 9361 "
" 8277 ",NA," 77770 "," 8278 "
" 8277 ",NA," 77180 ",NA
" 8277 ",NA," 77790 ",NA
" 8277 ",NA," 97139 ",NA
" 8277 ",NA," 97145 ",NA
" 8277 ",NA," 97172 ",NA
" 8278 ","8278"," 74490 "," 9361 "
" 8278 ",NA," 77870 ",NA
" 8278 ",NA," 77475 ",NA
" 8278 ",NA," 77875 ",NA
" 8278 ",NA," 77890 ",NA
" 8278 ",NA," 97139 ",NA
" 8278 ",NA," 97145 ",NA
" 8278 ",NA," 97172 ",NA
" 8279 ","8279"," 78130 "," 9364 "
" 8279 ",NA," 78320 ",NA
" 8279 ",NA," 78160 ",NA
" 8279 ",NA," 97139 ",NA
" 8279 ",NA," 97142 ",NA
" 8279 ",NA," 97145 ",NA
" 8279 ",NA," 97172 ",NA
" 8281 ","8281"," 84110 "," 8371 "
" 8281 ",NA," 84150 "," 9386 "
" 8281 ",NA," 84120 "," 9381 "
" 8281 ",NA," 84160 "," 9391 "
" 8281 ",NA," 84125 "," 9384 "
" 8281 ",NA," 84165 "," 9396 "
" 8281 ",NA," 84130 "," 9385 "
" 8281 ",NA," 84170 ",NA
" 8281 ",NA," 84140 ",NA
" 8281 ",NA," 84172 ",NA
" 8282 ","8282"," 75485 "," 9383 "
" 8282 ",NA," 85360 "," 9385 "
" 8282 ",NA," 85320 "," 9384 "
" 8282 ",NA," 85390 "," 9387 "
" 8283 ","8283"," 85330 "," 8393 "
" 8283 ",NA," 85390 "," 9383 "
" 8283 ",NA,NA," 9382 "
" 8283 ",NA,NA," 9397 "
" 8284 ","8284"," 90160 "," 9394 "
" 8284 ",NA," 90350 "," 9392 "
" 8284 ",NA,NA," 9391 "
" 8285 ","8285"," 81130 "," 9392 "
" 8286 ","8286"," 80360 "," 9334 "
" 8286 ",NA," 91040 "," 9353 "
" 8286 ",NA," 91020 "," 9351 "
" 8286 ",NA," 91060 ",NA
" 8286 ",NA," 91030 ",NA
" 8290 ","8290"," 84187 "," 6612 "
" 8290 ",NA," 97163 "," 9615 "
" 8290 ",NA," 94240 "," 9397 "
" 8290 ",NA," 97166 "," 9616 "
" 8290 ",NA," 97151 "," 9613 "
" 8290 ",NA," 97172 ",NA
" 8290 ",NA," 97154 ",NA
" 8290 ",NA," 97178 ",NA
" 8290 ",NA," 97181 ",NA
" 8311 ","8311"," 97940 "," 8461 "
" 8311 ",NA," 98350 "," 8472 "
" 8311 ",NA," 98290 ",NA
" 8311 ",NA," 98960 ",NA
" 8311 ",NA," 98320 ",NA
" 8311 ",NA," 98390 ",NA
" 8311 ",NA," 98955 ",NA
" 8312 ","8312"," 98420 "," 8462 "
" 8312 ",NA," 98440 ",NA
" 8312 ",NA," 98430 ",NA
" 8312 ",NA," 98450 ",NA
" 8321 ","8321"," 98520 "," 8473 "
" 8321 ",NA," 98550 ",NA
" 8321 ",NA," 98545 ",NA
" 8321 ",NA," 98560 ",NA
" 8322 ","8322"," 98530 "," 8473 "
" 8323 ","8323"," 98540 "," 8472 "
" 8324 ","8324"," 97930 "," 6364 "
" 8324 ",NA," 98555 "," 8452 "
" 8324 ",NA," 97940 "," 8362 "
" 8324 ",NA," 98565 "," 8471 "
" 8324 ",NA," 98550 "," 8451 "
" 8324 ",NA," 98570 ",NA
" 8331 ","8331"," 62820 "," 7322 "
" 8331 ",NA," 62850 "," 8453 "
" 8331 ",NA," 62830 "," 7613 "
" 8331 ",NA,NA," 8471 "
" 8332 ","8332"," 97410 "," 8442 "
" 8332 ",NA," 97445 "," 8452 "
" 8332 ",NA," 97420 "," 8451 "
" 8332 ",NA," 97450 ",NA
" 8332 ",NA," 97425 ",NA
" 8332 ",NA," 97455 ",NA
" 8332 ",NA," 97460 ",NA
" 8332 ",NA," 97465 ",NA
" 8332 ",NA," 97490 ",NA
" 8333 ","8333"," 97320 "," 7311 "
" 8333 ",NA," 97350 "," 8491 "
" 8333 ",NA," 97325 "," 8441 "
" 8333 ",NA," 97355 "," 8492 "
" 8333 ",NA," 97327 "," 8461 "
" 8333 ",NA," 97360 ",NA
" 8333 ",NA," 97330 ",NA
" 8333 ",NA," 97390 ",NA
" 8333 ",NA," 97930 ",NA
" 8333 ",NA," 98955 ",NA
" 8333 ",NA," 98960 ",NA
" 8334 ","8334"," 97920 "," 8451 "
" 8334 ",NA," 97950 ",NA
" 8340 ","8340"," 98120 "," 8481 "
" 8340 ",NA," 98160 "," 8483 "
" 8340 ",NA," 98130 "," 8482 "
" 8340 ",NA," 98170 ",NA
" 8340 ",NA," 98140 ",NA
" 8340 ",NA," 98190 ",NA
" 8340 ",NA," 98940 ",NA
" 9111 ","<NA>"," 84370 "," 6611 "
" 9111 ",NA," 99935 "," 8612 "
" 9111 ",NA," 99930 "," 8381 "
" 9112 ","<NA>"," 84910 "," 8612 "
" 9112 ",NA," 84970 ",NA
" 9120 ","9120"," 59990 "," 6612 "
" 9120 ",NA," 99965 "," 6644 "
" 9131 ","9151"," 37040 "," 1362 "
" 9131 ",NA," 59982 "," 6642 "
" 9131 ",NA," 37090 "," 6641 "
" 9131 ",NA," 59990 ",NA
" 9131 ",NA," 45240 ",NA
" 9132 ","9141"," 55120 "," 6641 "
" 9132 ",NA," 55190 "," 6644 "
" 9132 ",NA," 55140 ",NA
" 9132 ",NA," 59945 ",NA
" 9132 ",NA," 54055 ",NA
" 9132 ",NA," 59990 ",NA
" 9133 ","5169"," 58940 "," 6367 "
" 9133 ",NA,NA," 6644 "
" 9134 ","9153",NA," 1354 "
" 9135 ","9153"," 33970 "," 1354 "
" 9141 ","9161"," 99955 "," 8621 "
" 9142 ","9162"," 99950 "," 8621 "
" 9143 ","<NA>"," 99955 ",NA
" 9210 ","9131"," 54020 "," 6631 "
" 9210 ",NA," 99960 ",NA
" 9221 ","9132"," 54030 "," 6631 "
" 9221 ",NA," 99915 "," 8484 "
" 9221 ",NA," 54050 "," 6632 "
" 9221 ",NA," 99940 ",NA
" 9221 ",NA," 52220 ",NA
" 9221 ",NA," 99960 ",NA
" 9222 ","9133"," 56010 "," 6631 "
" 9222 ",NA," 56050 "," 6632 "
" 9222 ",NA," 56025 "," 9223 "
" 9222 ",NA," 56070 ",NA
" 9222 ",NA," 56040 ",NA
" 9222 ",NA," 56090 ",NA
" 9223 ","9142"," 55230 "," 6611 "
" 9223 ",NA," 99930 "," 6632 "
" 9311 ","9311"," 71255 "," 7311 "
" 9311 ",NA," 99910 "," 7612 "
" 9311 ",NA," 71285 "," 7312 "
" 9311 ",NA,NA," 8442 "
" 9311 ",NA,NA," 9312 "
" 9312 ","9312"," 99932 "," 8611 "
" 9313 ","9313"," 95920 "," 8611 "
" 9313 ",NA," 95945 ",NA
" 9321 ","9321"," 99910 "," 8611 "
" 9322 ","9322"," 97130 "," 9611 "
" 9322 ",NA," 97190 "," 9614 "
" 9322 ",NA," 97133 "," 9612 "
" 9322 ",NA," 99920 "," 9615 "
" 9322 ",NA," 97136 "," 9613 "
" 9322 ",NA," 99945 "," 9616 "
" 9331 ","9331"," 98950 "," 8622 "
" 9331 ",NA," 98990 ",NA
" 9332 ","9332"," 62890 "," 8453 "
" 9332 ",NA," 98630 "," 8622 "
" 9332 ",NA," 98620 ",NA
" 9332 ",NA," 98690 ",NA
" 9333 ","9333"," 97112 "," 8484 "
" 9333 ",NA," 97115 "," 8492 "
" 9333 ",NA," 97117 ",NA
" 9333 ",NA," 97118 ",NA
" 9333 ",NA," 97121 ",NA
